"","time","wildlife_health_important","wildlife_path_affect_livestock","wildlife_path_affect_phealth","hum_liv_path_affect_wildlife","dom_animals_concern","dead_found","sick_injured_found","livestock_found","patrol_length","patrols_per_month","healthy_wl_recorded","how_healthy_wl_recorded","healthy_wl_data_recorded","healthy_wl_data_in_smart","healthy_wl_data_other","dead_wl_recorded","how_dead_wl_recorded","dead_wl_data_recorded","dead_wl_data_in_smart","dead_wl_data_other","injured_wl_recorded","how_injured_wl_recorded","injured_wl_data_recorded","injured_wl_data_in_smart","injured_wl_data_other","sick_wl_recorded","how_sick_wl_recorded","sick_wl_data_recorded","sick_wl_data_in_smart","sick_wl_data_other","dom_animals_in_pa","dom_animals_recorded","dom_animal_in_smart","dom_animal_health_status_recorded","dom_animal_health_status_smart","other_wl_health_data","why_not_wl_health_data","smart_version","smart_connect","set_up_connect","smart_fully_rolled_out","add_health_atributes","position","survey","or_number_pas","local"
"104","12/26/2022 13:31:13","Strongly agree","Neutral","Strongly agree","Strongly agree","Neutral","Occasionally","Rarely","Very rarely","Between four days and a week",1,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","Research teams might occasionally collect pathogen samples and  carcass swabs","It would add too much work or time to the patrol","6.3","Yes","","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",120,1,TRUE
"105","12/27/2022 11:06:25","Neutral","Agree","Agree","Strongly agree","Strongly agree","Occasionally","Rarely","Rarely","Between four days and a week",30,"Yes","Each individual healthy animal is recorded as an individual observation","Species, Age, Sex, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife is recorded in another way","Species, Age, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","No",""," In SMART, We was attached a report where specified how wildlife was feed before enter a rescue center ","Never thought about it","5.2","No","not yet","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",121,1,TRUE
"106","12/27/2022 13:16:28","Neutral","Disagree","Neutral","Strongly agree","Strongly agree","Sometimes","Very rarely","Occasionally","Less than a day",25,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","No","","Si se encuentra herido, osamentas, sector","Dead, sick or injured wildlife are seldom found, It would add too much work or time to the patrol","6.3.0","No","Cuando se socialice dicha versión y sea compatible para iOS y Android.","Partially rolled-out","No","I am a general manager or administrator of one or more protected areas that uses SMART data",122,1,TRUE
"107","1/3/2023 21:32:22","Agree","Somewhat Disagree","Disagree","Strongly agree","Strongly agree","Sometimes","Sometimes","Sometimes","Between one to two days",15,"No","","","","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Sex, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","Yes","Yes","no","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information, We use the default SMART data model which does not include sick, dead or injured wildlife","6.2.3","No","Si pero no se tiene fecha","Fully rolled-out","Yes","I am a general manager or administrator of one or more protected areas that uses SMART data",123,1,TRUE
"108","1/4/2023 15:47:59","Agree","Neutral","Strongly agree","Strongly agree","Strongly agree","Occasionally","Sometimes","Never","Between one to two days",15,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Sex, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Sex, Suspect cause of death, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total injured animals of species X and 2 total injured animals of species Y”).","Photographs, Species, Age, Sex, Anomalies/signs if any, Suspect cause of injury, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","Fauna Feral es registrada como exótica invasora","Lack of expertise on how to properly record this information, We use the default SMART data model which does not include sick, dead or injured wildlife","IDK","Yes","","Under pilot","Yes","I am directly responsible for managing SMART data in one or more protected areas",124,1,TRUE
"109","1/5/2023 19:12:24","Agree","Agree","Agree","Strongly agree","Strongly agree","Sometimes","Very rarely","Very rarely","Between two and five days",104,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Photographs, Species, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Sex, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Sex, Anomalies/signs if any, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","No","","","","tamaño, peso, sitios, coordenadas, comunidades, donde se encontró el animal","We use the default SMART data model which does not include sick, dead or injured wildlife","5.0.2","No","No","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",125,1,TRUE
"110","1/9/2023 9:58:14","Strongly agree","Neutral","Agree","Strongly agree","Strongly agree","Very frequently","Very frequently","Occasionally","Between four days and a week",3,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Age, Sex, Body condition, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of disease, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","Yes","Yes","No","Never thought about it","6","Yes","","Fully rolled-out","Yes","Other",126,1,TRUE
"111","1/10/2023 8:13:21","Agree","Agree","Agree","Agree","Disagree","Rarely","Rarely","Rarely","Between four days and a week",4,"Yes","Each individual healthy animal is recorded as an individual observation","Species, Age, Sex, Body condition","None of these items are recorded in the corresponding SMART Conservation Area","Ant poaching data forms and ecology form","Yes","Each individual dead animal is recorded as an individual observation","Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury","None of these items are recorded in the corresponding SMART Conservation Area","Antpoaching incidencies observed","Yes","Sick wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total sick animals of species X and 2 total sick animals of species Y”).","Species, Age, Sex, Anomalies/signs if any, Body condition","None of these items are recorded in the corresponding SMART Conservation Area","Antpoaching form","Yes","Yes","Yes","Yes","Yes","Yess","Lack of expertise on how to properly record this information","Intel(R) Core (TM)i5-7200CPU@ 2.50GHz 2.70 GHz","Yes","","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",127,5,FALSE
"112","1/11/2023 2:07:12","Neutral","Agree","Neutral","Neutral","Neutral","Sometimes","Rarely","Occasionally","Between one to two days",5,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are recorded as present/absent (the number of dead individuals is not specified)","Photographs, Species, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","No","","no","Lack of expertise on how to properly record this information, We use the default SMART data model which does not include sick, dead or injured wildlife","6.3","No","not yet","Under pilot","No","Other",128,1,TRUE
"113","1/16/2023 16:09:14","Strongly agree","Agree","Disagree","Disagree","Agree","Sometimes","Very rarely","Rarely","Between four days and a week",5,"No","","","","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Body condition, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Age, Sex, Body condition, Suspect cause of disease","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","Yes","Yes","No","Lack of expertise on how to properly record this information","Smart 6.3.0.win6405292020","No","Plan started but there was a technical problem and it no longer work, there is need to resume training and solve the current problems","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",129,3,FALSE
