"","time","protected_area","wildlife_health_important","wildlife_path_affect_livestock","wildlife_path_affect_phealth","hum_liv_path_affect_wildlife","dom_animals_concern","dead_found","sick_injured_found","livestock_found","patrol_length","patrols_per_month","healthy_wl_recorded","how_healthy_wl_recorded","healthy_wl_data_recorded","healthy_wl_data_in_smart","healthy_wl_data_other","dead_wl_recorded","how_dead_wl_recorded","dead_wl_data_recorded","dead_wl_data_in_smart","dead_wl_data_other","injured_wl_recorded","how_injured_wl_recorded","injured_wl_data_recorded","injured_wl_data_in_smart","injured_wl_data_other","sick_wl_recorded","how_sick_wl_recorded","sick_wl_data_recorded","sick_wl_data_in_smart","sick_wl_data_other","dom_animals_in_pa","dom_animals_recorded","dom_animal_in_smart","dom_animal_health_status_recorded","dom_animal_health_status_smart","other_wl_health_data","why_not_wl_health_data","smart_version","smart_connect","set_up_connect","smart_fully_rolled_out","add_health_atributes","position","survey","or_number_pas"
"102","12/20/2022 4:33:36",NA,"Neutral","Disagree","Disagree","Strongly agree","Strongly agree","Occasionally","Rarely","Very frequently","Between two and five days",100,"No","","","","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Age, Sex, Carcass condition, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","No","","Not on SMART database.  Because SMART database we have used does not include ""health"" data.  We focus on poaching signs.  Domestic animals are recorded as a threat related to poaching and habitat disturbance.","Dead, sick or injured wildlife are seldom found, It would add too much work or time to the patrol, Wildlife disease is not relevant in the protected area","6.3","No","No","Fully rolled-out","No","Other",102,4
"103","12/20/2022 5:05:46",NA,"Strongly agree","Strongly agree","Neutral","Agree","Agree","Occasionally","Rarely","Never","Between four days and a week",4,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Age, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Age","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total injured animals of species X and 2 total injured animals of species Y”).","Photographs, Species, Age, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","Dead, sick or injured wildlife are seldom found","SMART 6.3","No","Yes","Fully rolled-out","Yes","I am a general manager or administrator of one or more protected areas that uses SMART data",103,1
"104","12/20/2022 7:26:04",NA,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat Disagree","Always","Occasionally","Rarely","Between four days and a week",15,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Age, Sex, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are recorded as present/absent (the number of injured individuals is not specified)","Photographs, Species, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Sick wildlife are recorded as present/absent (the number of sick individuals is not specified)","Photographs, Species, Age, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Dead, sick or injured wildlife are seldom found, Never thought about it","7.5.4","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",104,2
"105","12/20/2022 13:03:51",NA,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Sometimes","Rarely","Sometimes","Between one to two days",20,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Species, Age","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","Yes","Yes","Yes","No","","No","Dead, sick or injured wildlife are seldom found","4.1","No","May be","Under pilot","Yes","Other",105,4
"106","12/20/2022 15:27:54",NA,"Agree","Neutral","Neutral","Agree","Agree","Sometimes","Never","Sometimes","Between two and five days",12,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","Yes","No","","","","Durante los recorridos no se registran en el SMART","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information","4","No","?","Partially rolled-out","Yes","Other",106,2
"107","12/20/2022 15:34:53",NA,"Neutral","Neutral","Neutral","Agree","Agree","Very frequently","Occasionally","Occasionally","Between four days and a week",15,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Species, Age, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total injured animals of species X and 2 total injured animals of species Y”).","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Sick wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total sick animals of species X and 2 total sick animals of species Y”).","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of disease, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","No","","  ","Wildlife disease is not relevant in the protected area","7.5.4","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",107,1
"108","12/20/2022 16:10:15",NA,"Strongly agree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Strongly agree","Very rarely","Very rarely","Sometimes","Less than a day",8,"No","","","","","No","","","","","No","","","","","No","","","","","Yes","No","","","","no","Lack of expertise on how to properly record this information","none","No","if there are plans when they train us technicians","Partially rolled-out","Yes","Other",108,1
"109","12/20/2022 16:12:03",NA,"Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Very rarely","Very rarely","Always","Between one to two days",25,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Photographs, Species, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Injured wildlife are recorded as present/absent (the number of injured individuals is not specified)","Photographs, Species, Body condition","None of these items are recorded in the corresponding SMART Conservation Area","Matriz e informes del Programa de Biodiversidad.","No","","","","","Yes","No","","","","Muy dificilmente se puede mantener acercamiento a la vida silvestre.","Dead, sick or injured wildlife are seldom found","6.3.0","No","Si hay planes con apoyo de WCS para el 2023","Fully rolled-out","Yes","I am a general manager or administrator of one or more protected areas that uses SMART data",109,1
"110","12/20/2022 18:51:32",NA,"Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Very rarely","Very rarely","Never","Between two and five days",3,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Sex, Suspect cause of injury","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Sex, Suspect cause of disease","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Únicamente observaciones directas o indirectas (La presencia del Bicho) ","Dead, sick or injured wildlife are seldom found","SMART 6.3.0","No","Aun no hay disposiciones para configurar ","Fully rolled-out","Yes","I am a general manager or administrator of one or more protected areas that uses SMART data",110,1
"111","12/21/2022 11:25:05",NA,"Agree","Neutral","Neutral","Strongly agree","Strongly agree","Never","Never","Never","Between one to two days",10,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","No","","","","","Si es necesario se lo registra.","Dead, sick or injured wildlife are seldom found","6.3.0","No","Aun no, pero seria importante fortalecer este aspecto.","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",111,1
"112","12/21/2022 11:42:39",NA,"Agree","Agree","Strongly agree","Agree","Strongly agree","Very rarely","Very rarely","Sometimes","Less than a day",12,"No","","","","","Yes","Dead wildlife are recorded as present/absent (the number of dead individuals is not specified)","Photographs, Species, Sex, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","No","","no","Lack of expertise on how to properly record this information","6.3.0","No","no","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",112,1
"113","12/21/2022 12:40:09",NA,"Strongly agree","Somewhat Disagree","Agree","Strongly agree","Strongly agree","Very rarely","Never","Never","Between four days and a week",8,"No","","","","","No","","","","","No","","","","","No","","","","","No","","","","","No","We use the default SMART data model which does not include sick, dead or injured wildlife","smart.6.2.3.RC19.win32","No","Creo que no, no tenemos lo equipos suficiente","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",113,1
"114","12/21/2022 13:43:27",NA,"Agree","Neutral","Neutral","Agree","Agree","Sometimes","Rarely","Very frequently","Between four days and a week",1,"No","","","","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","No","","No","Lack of expertise on how to properly record this information","SMART 7.4","No","Not yet","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",114,3
"115","12/21/2022 14:48:04",NA,"Strongly agree","Neutral","Agree","Neutral","Strongly agree","Occasionally","Rarely","Very rarely","Between one to two days",15,"No","","","","","Yes","Dead wildlife are recorded as present/absent (the number of dead individuals is not specified)","Photographs, Species","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","No","No","","No","Dead, sick or injured wildlife are seldom found","SMART version 6.3.0","No","Anualmente se actualiza","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",115,1
"116","12/21/2022 17:59:11",NA,"Neutral","Agree","Agree","Agree","Strongly agree","Occasionally","Occasionally","Occasionally","Between four days and a week",5,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Sex, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","Yes","Yes","Yes","No","","No","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information","6.3","No","Yes","Fully rolled-out","Yes","Other",116,59
"117","12/21/2022 20:54:19",NA,"Strongly agree","Strongly agree","Somewhat Disagree","Strongly agree","Strongly agree","Occasionally","Rarely","Always","Between two and five days",20,"No","","","","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Suspect cause of injury","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","Especie","Dead, sick or injured wildlife are seldom found","6.3.0","No","si","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",117,1
"118","12/22/2022 10:20:04",NA,"Agree","Agree","Agree","Agree","Disagree","Sometimes","Rarely","Very rarely","Between four days and a week",20,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Photographs, Species, Age, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Sick wildlife are recorded as present/absent (the number of sick individuals is not specified)","Species, Body condition","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","No","","","","Yes","It would add too much work or time to the patrol","SMART 7.5.4","Yes","","Fully rolled-out","Yes","Other",118,11
"119","12/26/2022 12:45:57",NA,"Strongly agree","Neutral","Neutral","Agree","Strongly agree","Very frequently","Occasionally","Never","Less than a day",5,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Sex, Carcass condition, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total injured animals of species X and 2 total injured animals of species Y”).","Photographs, Species, Anomalies/signs if any, Body condition, Suspect cause of injury","None of these items are recorded in the corresponding SMART Conservation Area","REPORTES ESCRITOS ESPECIFICOS POR ESPECIE","No","","","","","Yes","Yes","Yes","No","","NO","Lack of expertise on how to properly record this information","4.1.0.201612211110","No","NO SE SABE EXACTAMENTE","Under pilot","Yes","I am directly responsible for managing SMART data in one or more protected areas",119,1
"120","12/26/2022 13:31:13",NA,"Strongly agree","Neutral","Strongly agree","Strongly agree","Neutral","Occasionally","Rarely","Very rarely","Between four days and a week",1,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","Research teams might occasionally collect pathogen samples and  carcass swabs","It would add too much work or time to the patrol","6.3","Yes","","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",120,1
"121","12/27/2022 11:06:25",NA,"Neutral","Agree","Agree","Strongly agree","Strongly agree","Occasionally","Rarely","Rarely","Between four days and a week",30,"Yes","Each individual healthy animal is recorded as an individual observation","Species, Age, Sex, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife is recorded in another way","Species, Age, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","No",""," In SMART, We was attached a report where specified how wildlife was feed before enter a rescue center ","Never thought about it","5.2","No","not yet","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",121,1
"122","12/27/2022 13:16:28",NA,"Neutral","Disagree","Neutral","Strongly agree","Strongly agree","Sometimes","Very rarely","Occasionally","Less than a day",25,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","No","","Si se encuentra herido, osamentas, sector","Dead, sick or injured wildlife are seldom found, It would add too much work or time to the patrol","6.3.0","No","Cuando se socialice dicha versión y sea compatible para iOS y Android.","Partially rolled-out","No","I am a general manager or administrator of one or more protected areas that uses SMART data",122,1
"123","1/3/2023 21:32:22",NA,"Agree","Somewhat Disagree","Disagree","Strongly agree","Strongly agree","Sometimes","Sometimes","Sometimes","Between one to two days",15,"No","","","","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Sex, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","Yes","Yes","no","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information, We use the default SMART data model which does not include sick, dead or injured wildlife","6.2.3","No","Si pero no se tiene fecha","Fully rolled-out","Yes","I am a general manager or administrator of one or more protected areas that uses SMART data",123,1
"124","1/4/2023 15:47:59",NA,"Agree","Neutral","Strongly agree","Strongly agree","Strongly agree","Occasionally","Sometimes","Never","Between one to two days",15,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Sex, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Sex, Suspect cause of death, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total injured animals of species X and 2 total injured animals of species Y”).","Photographs, Species, Age, Sex, Anomalies/signs if any, Suspect cause of injury, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","Fauna Feral es registrada como exótica invasora","Lack of expertise on how to properly record this information, We use the default SMART data model which does not include sick, dead or injured wildlife","IDK","Yes","","Under pilot","Yes","I am directly responsible for managing SMART data in one or more protected areas",124,1
"125","1/5/2023 19:12:24",NA,"Agree","Agree","Agree","Strongly agree","Strongly agree","Sometimes","Very rarely","Very rarely","Between two and five days",104,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Photographs, Species, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Sex, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Sex, Anomalies/signs if any, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","No","","","","tamaño, peso, sitios, coordenadas, comunidades, donde se encontró el animal","We use the default SMART data model which does not include sick, dead or injured wildlife","5.0.2","No","No","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",125,1
"126","1/9/2023 9:58:14",NA,"Strongly agree","Neutral","Agree","Strongly agree","Strongly agree","Very frequently","Very frequently","Occasionally","Between four days and a week",3,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Age, Sex, Body condition, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of disease, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","Yes","Yes","No","Never thought about it","6","Yes","","Fully rolled-out","Yes","Other",126,1
"127","1/10/2023 8:13:21",NA,"Agree","Agree","Agree","Agree","Disagree","Rarely","Rarely","Rarely","Between four days and a week",4,"Yes","Each individual healthy animal is recorded as an individual observation","Species, Age, Sex, Body condition","None of these items are recorded in the corresponding SMART Conservation Area","Ant poaching data forms and ecology form","Yes","Each individual dead animal is recorded as an individual observation","Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury","None of these items are recorded in the corresponding SMART Conservation Area","Antpoaching incidencies observed","Yes","Sick wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total sick animals of species X and 2 total sick animals of species Y”).","Species, Age, Sex, Anomalies/signs if any, Body condition","None of these items are recorded in the corresponding SMART Conservation Area","Antpoaching form","Yes","Yes","Yes","Yes","Yes","Yess","Lack of expertise on how to properly record this information","Intel(R) Core (TM)i5-7200CPU@ 2.50GHz 2.70 GHz","Yes","","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",127,5
"128","1/11/2023 2:07:12",NA,"Neutral","Agree","Neutral","Neutral","Neutral","Sometimes","Rarely","Occasionally","Between one to two days",5,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are recorded as present/absent (the number of dead individuals is not specified)","Photographs, Species, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","No","","no","Lack of expertise on how to properly record this information, We use the default SMART data model which does not include sick, dead or injured wildlife","6.3","No","not yet","Under pilot","No","Other",128,1
"129","1/16/2023 16:09:14",NA,"Strongly agree","Agree","Disagree","Disagree","Agree","Sometimes","Very rarely","Rarely","Between four days and a week",5,"No","","","","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Body condition, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Age, Sex, Body condition, Suspect cause of disease","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","Yes","Yes","No","Lack of expertise on how to properly record this information","Smart 6.3.0.win6405292020","No","Plan started but there was a technical problem and it no longer work, there is need to resume training and solve the current problems","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",129,3
